customer_id,first_seen,last_seen
C01270,2016-07-22 22:18:33,2016-07-22 22:18:33
C02591,2016-07-22 22:24:08,2016-12-20 04:35:48
C05687,2016-07-22 22:26:37,2016-11-13 23:20:57
C04714,2016-07-22 22:30:18,2016-07-22 22:30:18
C07016,2016-07-22 22:31:31,2016-12-31 18:34:09
C07246,2016-07-22 22:40:48,2016-07-22 22:40:48
C01275,2016-07-22 22:44:45,2016-11-17 18:40:15
C04555,2016-07-22 22:48:04,2016-12-23 11:39:23
C06156,2016-07-22 22:51:30,2016-12-13 06:06:37
C01524,2016-07-22 22:51:53,2016-12-22 19:05:34
C05270,2016-07-22 22:52:13,2016-11-07 13:15:16
C10067,2016-07-22 22:52:29,2016-07-22 22:52:29
C03767,2016-07-22 22:56:04,2016-10-03 22:21:03
C10201,2016-07-22 22:57:23,2016-07-22 22:57:23
C09343,2016-07-22 22:59:59,2016-11-29 16:36:56
C12813,2016-07-22 23:00:40,2016-08-24 14:28:39
C09848,2016-07-22 23:04:26,2016-12-10 02:13:58
C01570,2016-07-22 23:07:38,2016-11-04 22:12:58
C09931,2016-07-22 23:09:33,2016-07-22 23:09:33
C10226,2016-07-22 23:10:55,2016-12-22 02:15:19
C10619,2016-07-22 23:16:37,2016-07-22 23:16:37
C03417,2016-07-22 23:22:19,2016-08-07 17:17:45
C03567,2016-07-22 23:23:56,2016-12-10 18:00:39
C00419,2016-07-22 23:30:41,2016-12-31 17:47:59
C07350,2016-07-22 23:34:27,2016-10-22 20:03:18
C07499,2016-07-22 23:36:24,2016-12-29 00:32:04
C04097,2016-07-22 23:38:22,2016-12-17 01:08:30
C04646,2016-07-22 23:41:32,2016-11-30 19:23:52
C05544,2016-07-22 23:42:57,2016-10-02 00:31:19
C06564,2016-07-22 23:46:37,2016-07-22 23:46:37
C10000,2016-07-23 00:07:14,2016-09-11 23:43:22
C01672,2016-07-23 00:13:29,2016-12-26 22:55:56
C04328,2016-07-23 00:20:57,2016-11-20 17:52:15
C04059,2016-07-23 00:23:14,2016-11-01 16:16:04
C03117,2016-07-23 00:27:22,2016-12-14 22:16:59
C03197,2016-07-23 00:30:15,2016-09-15 17:15:19
C13439,2016-07-23 00:37:41,2016-12-27 11:59:52
C12341,2016-07-23 00:38:45,2016-07-24 21:13:06
C00957,2016-07-23 00:41:28,2016-10-20 15:08:23
C11652,2016-07-23 01:03:36,2016-12-05 18:56:51
C07991,2016-07-23 01:08:22,2016-11-26 22:38:21
C03424,2016-07-23 01:24:27,2016-12-13 23:06:02
C05069,2016-07-23 01:25:53,2016-07-23 01:25:53
C05537,2016-07-23 01:28:48,2016-12-14 19:22:19
C02153,2016-07-23 01:34:06,2016-11-18 17:58:47
C03059,2016-07-23 01:34:29,2016-12-19 16:08:04
C09901,2016-07-23 01:34:45,2016-12-09 00:09:10
C05461,2016-07-23 01:36:45,2016-11-26 10:06:32
C04013,2016-07-23 01:41:50,2016-12-12 15:15:06
C08798,2016-07-23 01:44:29,2016-12-18 21:39:54
C10330,2016-07-23 01:54:07,2016-07-23 23:43:31
C09140,2016-07-23 02:10:43,2016-08-03 15:40:54
C08089,2016-07-23 02:12:54,2016-08-22 00:47:20
C03585,2016-07-23 02:25:36,2016-07-23 02:25:36
C01207,2016-07-23 02:27:16,2016-10-14 16:32:26
C05458,2016-07-23 02:28:54,2016-07-23 02:28:54
C04174,2016-07-23 02:31:57,2016-10-05 21:44:10
C12555,2016-07-23 02:32:18,2016-12-28 00:17:51
C03152,2016-07-23 02:51:05,2016-07-23 02:51:05
C06312,2016-07-23 02:51:21,2016-07-23 02:51:21
C04505,2016-07-23 02:58:20,2016-12-25 02:57:28
C02121,2016-07-23 02:58:43,2016-07-23 02:58:43
C03512,2016-07-23 03:14:53,2016-07-23 03:14:53
C08009,2016-07-23 03:17:42,2016-12-14 14:53:01
C03377,2016-07-23 03:20:55,2016-12-23 21:33:02
C04151,2016-07-23 03:26:15,2016-12-15 17:45:28
C09114,2016-07-23 03:31:59,2016-07-23 03:31:59
C11084,2016-07-23 03:40:02,2016-09-13 02:13:00
C10249,2016-07-23 03:44:51,2016-12-28 17:15:16
C01115,2016-07-23 03:46:25,2016-12-29 02:30:09
C02261,2016-07-23 03:47:38,2016-12-01 18:37:10
C02911,2016-07-23 03:54:56,2016-12-27 00:44:56
C02139,2016-07-23 03:55:32,2016-11-29 03:09:30
C05955,2016-07-23 04:01:55,2016-07-24 03:07:37
C00193,2016-07-23 04:08:08,2016-07-23 04:08:08
C02948,2016-07-23 04:33:37,2016-07-23 04:33:37
C09346,2016-07-23 04:48:37,2016-10-22 18:49:42
C12120,2016-07-23 04:49:20,2016-07-23 04:49:20
C05603,2016-07-23 04:54:06,2016-12-10 17:39:34
C02813,2016-07-23 06:31:11,2016-11-09 23:46:12
C12026,2016-07-23 06:31:34,2016-07-23 06:31:34
C12101,2016-07-23 06:45:09,2016-07-23 06:51:39
C06148,2016-07-23 06:46:04,2016-12-29 22:16:25
C04014,2016-07-23 07:45:30,2016-08-04 20:32:30
C05997,2016-07-23 08:10:43,2016-07-23 08:10:43
C00145,2016-07-23 11:27:53,2016-07-23 11:27:53
C13263,2016-07-23 11:51:37,2016-12-27 12:34:46
C01082,2016-07-23 11:56:17,2016-11-28 11:54:51
C00427,2016-07-23 12:23:10,2016-10-18 17:49:05
C01663,2016-07-23 12:34:20,2016-07-23 12:34:20
C07724,2016-07-23 12:38:58,2016-12-09 22:19:25
C09318,2016-07-23 12:53:30,2016-07-23 12:53:30
C10450,2016-07-23 13:09:27,2016-07-23 13:09:27
C01417,2016-07-23 13:13:00,2016-11-18 23:12:08
C04225,2016-07-23 13:16:31,2016-11-23 10:36:31
C09017,2016-07-23 13:23:23,2016-12-30 03:37:23
C07239,2016-07-23 13:46:51,2016-12-09 18:20:47
C07597,2016-07-23 13:50:50,2016-09-16 22:17:54
C08975,2016-07-23 13:52:55,2016-12-25 17:01:10
C02686,2016-07-23 13:53:37,2016-12-31 23:36:30
C07567,2016-07-23 13:56:50,2016-07-23 13:56:50
C08311,2016-07-23 14:01:54,2016-12-01 00:31:14
C04382,2016-07-23 14:06:53,2016-10-22 23:27:54
C12143,2016-07-23 14:07:28,2016-07-23 14:07:28
C11207,2016-07-23 14:15:03,2016-12-04 03:37:10
C02203,2016-07-23 14:29:46,2016-08-03 23:10:07
C02677,2016-07-23 14:30:22,2016-11-03 16:51:02
C08094,2016-07-23 14:30:23,2016-10-14 14:08:17
C02211,2016-07-23 14:38:12,2016-09-23 00:34:55
C12216,2016-07-23 14:48:17,2016-07-31 17:37:35
C06037,2016-07-23 14:51:10,2016-12-25 03:11:01
C08172,2016-07-23 14:58:38,2016-12-26 21:36:54
C09613,2016-07-23 15:02:06,2016-12-03 20:07:15
C10283,2016-07-23 15:05:52,2016-12-31 00:48:05
C07331,2016-07-23 15:06:57,2016-07-23 15:06:57
C05682,2016-07-23 15:07:14,2016-12-25 13:59:27
C03114,2016-07-23 15:07:53,2016-07-23 15:07:53
C02543,2016-07-23 15:13:58,2016-07-23 15:16:18
C09317,2016-07-23 15:23:40,2016-12-18 18:13:24
C11130,2016-07-23 15:28:04,2016-07-23 15:28:04
C12684,2016-07-23 15:29:19,2016-07-23 15:29:19
C08046,2016-07-23 15:30:11,2016-11-20 14:20:20
C07899,2016-07-23 15:33:05,2016-08-31 02:14:57
C05870,2016-07-23 15:34:38,2016-07-23 15:34:38
C08252,2016-07-23 15:36:35,2016-07-27 11:45:46
C03652,2016-07-23 15:49:29,2016-07-23 15:49:29
C08319,2016-07-23 15:50:58,2016-09-21 12:06:07
C11544,2016-07-23 15:55:26,2016-12-16 22:03:21
C07364,2016-07-23 16:03:11,2016-07-23 16:03:11
C02465,2016-07-23 16:03:24,2016-07-23 16:03:24
C08524,2016-07-23 16:06:05,2016-12-17 23:17:06
C09694,2016-07-23 16:06:13,2016-07-23 16:06:13
C00791,2016-07-23 16:11:17,2016-11-16 16:35:33
C01961,2016-07-23 16:19:09,2016-11-15 20:42:17
C07873,2016-07-23 16:22:55,2016-08-10 21:41:38
C12151,2016-07-23 16:23:44,2016-12-02 14:41:44
C07280,2016-07-23 16:28:13,2016-07-23 16:28:13
C07361,2016-07-23 16:29:40,2016-07-23 16:29:40
C08694,2016-07-23 16:38:21,2016-07-27 01:07:28
C10808,2016-07-23 16:38:46,2016-09-30 21:57:43
C09758,2016-07-23 16:39:12,2016-07-23 16:39:12
C06291,2016-07-23 16:50:41,2016-07-23 16:50:41
C10956,2016-07-23 16:52:43,2016-07-23 16:52:43
C07791,2016-07-23 16:54:36,2016-07-23 16:54:36
C12709,2016-07-23 16:58:34,2016-07-23 16:58:34
C10276,2016-07-23 17:03:29,2016-08-12 22:15:00
C11981,2016-07-23 17:05:22,2016-11-01 05:40:46
C09353,2016-07-23 17:10:42,2016-12-18 12:39:13
C05229,2016-07-23 17:10:54,2016-07-23 17:19:20
C02327,2016-07-23 17:12:17,2016-07-23 17:12:17
C11469,2016-07-23 17:12:45,2016-11-16 02:55:36
C08040,2016-07-23 17:13:01,2016-07-28 19:16:06
C03924,2016-07-23 17:16:20,2016-12-30 14:52:42
C08495,2016-07-23 17:16:31,2016-09-09 16:21:26
C04428,2016-07-23 17:16:52,2016-07-25 16:59:45
C13004,2016-07-23 17:18:54,2016-08-07 22:13:20
C03485,2016-07-23 17:19:46,2016-12-28 14:15:18
C02634,2016-07-23 17:24:48,2016-09-18 06:18:09
C00715,2016-07-23 17:30:39,2016-12-13 14:51:46
C06557,2016-07-23 17:39:08,2016-12-02 12:50:01
C12589,2016-07-23 17:39:46,2016-07-24 17:55:16
C03615,2016-07-23 17:41:08,2016-11-18 17:08:41
C12571,2016-07-23 17:41:37,2016-11-16 15:53:00
C05952,2016-07-23 17:41:50,2016-07-23 17:41:50
C11448,2016-07-23 17:51:27,2016-07-23 17:51:27
C11741,2016-07-23 17:52:46,2016-12-26 22:14:56
C12199,2016-07-23 17:53:18,2016-12-02 10:47:43
C07536,2016-07-23 17:53:53,2016-07-23 17:53:53
C07083,2016-07-23 17:53:59,2016-07-23 18:21:33
C04956,2016-07-23 18:03:44,2016-07-23 18:03:44
C02086,2016-07-23 18:05:18,2016-12-12 16:52:15
C04376,2016-07-23 18:06:25,2016-07-23 18:06:25
C05110,2016-07-23 18:13:04,2016-11-09 17:35:16
C05601,2016-07-23 18:13:23,2016-12-05 16:50:21
C12428,2016-07-23 18:14:34,2016-09-22 17:00:50
C00299,2016-07-23 18:14:57,2016-12-29 21:24:51
C07716,2016-07-23 18:23:05,2016-07-23 18:23:05
C00792,2016-07-23 18:30:51,2016-10-24 17:35:55
C00879,2016-07-23 18:33:13,2016-12-29 00:27:22
C05054,2016-07-23 18:38:17,2016-08-21 17:28:21
C03546,2016-07-23 18:38:18,2016-07-23 18:38:18
C07400,2016-07-23 18:39:56,2016-12-10 02:11:21
C03968,2016-07-23 18:47:05,2016-11-18 12:36:52
C10357,2016-07-23 18:57:49,2016-07-25 19:54:37
C06646,2016-07-23 19:05:04,2016-07-23 19:21:04
C07128,2016-07-23 19:07:32,2016-08-02 16:29:09
C09382,2016-07-23 19:09:16,2016-12-28 00:27:02
C08261,2016-07-23 19:12:48,2016-11-28 17:33:08
C00919,2016-07-23 19:14:06,2016-07-27 04:27:17
C06574,2016-07-23 19:20:15,2016-10-11 15:54:31
C06519,2016-07-23 19:26:18,2016-10-05 15:41:04
C08950,2016-07-23 19:26:51,2016-10-24 02:19:27
C12278,2016-07-23 19:28:57,2016-12-18 01:14:13
C00284,2016-07-23 19:35:56,2016-07-27 02:02:27
C05840,2016-07-23 19:36:55,2016-09-26 21:06:24
C09635,2016-07-23 19:42:54,2016-12-29 21:55:11
C04292,2016-07-23 19:47:51,2016-09-04 19:56:16
C05788,2016-07-23 19:49:29,2016-10-29 16:32:59
C07548,2016-07-23 19:50:30,2016-07-23 19:50:30
C09243,2016-07-23 19:52:52,2016-11-16 02:23:50
C12237,2016-07-23 19:54:26,2016-10-22 22:12:36
C03466,2016-07-23 19:58:56,2016-07-23 19:58:56
C09718,2016-07-23 19:59:57,2016-08-03 21:25:05
C08813,2016-07-23 20:02:07,2016-12-31 05:18:32
C12514,2016-07-23 20:13:50,2016-12-16 16:55:03
C11351,2016-07-23 20:15:33,2016-09-30 18:33:46
C02779,2016-07-23 20:16:40,2016-07-23 20:16:47
C05666,2016-07-23 20:20:13,2016-07-25 13:16:21
C08284,2016-07-23 20:20:30,2016-07-23 20:20:53
C11195,2016-07-23 20:30:11,2016-07-23 20:30:11
C01888,2016-07-23 20:51:01,2016-12-29 18:40:41
C04487,2016-07-23 20:51:05,2016-10-30 12:12:18
C04600,2016-07-23 20:53:02,2016-11-30 17:26:53
C10982,2016-07-23 20:58:12,2016-07-23 20:58:12
C03013,2016-07-23 21:00:55,2016-12-01 18:29:37
C09046,2016-07-23 21:04:54,2016-07-23 21:04:54
C02383,2016-07-23 21:06:05,2016-12-30 01:06:49
C07057,2016-07-23 21:06:53,2016-12-02 19:37:54
C01952,2016-07-23 21:11:54,2016-11-05 20:40:45
C00082,2016-07-23 21:13:47,2016-10-20 23:56:36
C01514,2016-07-23 21:27:15,2016-07-23 21:27:15
C04432,2016-07-23 21:34:29,2016-10-03 22:55:34
C06667,2016-07-23 21:39:10,2016-10-02 18:05:45
C00817,2016-07-23 21:39:17,2016-12-27 15:13:30
C06351,2016-07-23 21:39:32,2016-12-30 01:30:00
C03521,2016-07-23 21:41:44,2016-07-25 13:47:39
C05155,2016-07-23 21:46:42,2016-08-24 19:25:18
C02215,2016-07-23 21:57:11,2016-07-23 22:11:19
C07306,2016-07-23 21:57:33,2016-09-13 19:55:14
C01071,2016-07-23 21:59:28,2016-12-07 04:34:05
C02230,2016-07-23 22:08:04,2016-07-23 22:09:17
C09123,2016-07-23 22:09:30,2016-11-13 05:13:24
C00407,2016-07-23 22:16:57,2016-09-28 12:46:16
C04251,2016-07-23 22:18:42,2016-12-26 02:02:57
C10307,2016-07-23 22:26:58,2016-11-05 19:20:06
C13101,2016-07-23 22:32:59,2016-09-05 14:13:22
C11449,2016-07-23 22:34:06,2016-07-23 22:34:06
C05579,2016-07-23 22:40:32,2016-12-30 00:54:46
C11983,2016-07-23 22:43:45,2016-07-23 22:43:45
C02376,2016-07-23 22:45:28,2016-12-28 23:47:23
C04730,2016-07-23 22:53:44,2016-10-21 20:42:19
C04715,2016-07-23 22:56:52,2016-12-10 20:17:22
C06878,2016-07-23 22:56:53,2016-07-23 22:56:53
C10478,2016-07-23 22:57:41,2016-07-23 22:57:41
C06254,2016-07-23 23:01:16,2016-12-07 23:33:58
C06819,2016-07-23 23:05:22,2016-07-23 23:05:22
C09407,2016-07-23 23:14:45,2016-08-24 19:38:07
C04243,2016-07-23 23:21:15,2016-09-06 22:05:05
C00472,2016-07-23 23:26:33,2016-12-26 11:50:12
C08488,2016-07-23 23:28:02,2016-08-07 20:53:21
C03188,2016-07-23 23:31:32,2016-07-26 13:10:29
C13376,2016-07-23 23:32:15,2016-07-23 23:32:15
C05101,2016-07-23 23:32:55,2016-07-23 23:54:17
C00408,2016-07-23 23:35:42,2016-12-30 06:50:01
C02199,2016-07-23 23:51:49,2016-12-13 16:00:05
C12549,2016-07-24 00:05:20,2016-12-19 16:50:38
C07190,2016-07-24 00:09:15,2016-10-08 06:58:23
C00670,2016-07-24 00:15:07,2016-09-19 01:57:10
C11284,2016-07-24 00:19:06,2016-07-24 00:19:06
C07150,2016-07-24 00:21:18,2016-07-24 00:21:18
C09765,2016-07-24 00:42:51,2016-07-24 00:42:51
C07294,2016-07-24 00:45:39,2016-07-24 00:45:39
C04585,2016-07-24 01:02:33,2016-07-24 01:02:33
C06831,2016-07-24 01:12:43,2016-09-27 15:13:49
C06261,2016-07-24 01:19:35,2016-10-15 18:13:37
C03681,2016-07-24 01:24:49,2016-09-02 16:24:34
C07501,2016-07-24 01:25:30,2016-10-19 19:19:24
C04071,2016-07-24 01:33:48,2016-08-15 22:08:23
C00958,2016-07-24 01:37:15,2016-11-11 14:03:42
C09748,2016-07-24 01:43:08,2016-07-26 03:03:37
C05479,2016-07-24 01:47:27,2016-07-26 14:52:11
C12362,2016-07-24 01:50:46,2016-07-26 18:42:56
C11393,2016-07-24 01:56:39,2016-12-11 04:03:52
C05581,2016-07-24 01:57:29,2016-07-24 02:13:13
C04342,2016-07-24 01:57:43,2016-12-30 05:13:08
C09987,2016-07-24 02:01:48,2016-12-04 13:15:33
C05875,2016-07-24 02:03:08,2016-07-24 02:03:08
C00169,2016-07-24 02:03:44,2016-10-02 23:40:17
C12518,2016-07-24 02:03:46,2016-07-24 02:03:46
C09288,2016-07-24 02:06:47,2016-12-02 04:15:41
C11411,2016-07-24 02:08:46,2016-08-01 17:13:05
C02832,2016-07-24 02:11:06,2016-12-24 22:29:24
C00098,2016-07-24 02:11:12,2016-09-03 02:34:19
C09951,2016-07-24 02:12:35,2016-12-18 01:46:26
C05956,2016-07-24 02:32:43,2016-07-24 02:32:43
C11407,2016-07-24 02:36:01,2016-12-06 22:48:19
C04235,2016-07-24 02:38:00,2016-10-04 23:54:23
C01845,2016-07-24 02:40:16,2016-07-24 02:40:16
C08385,2016-07-24 02:53:11,2016-12-22 20:56:14
C06365,2016-07-24 02:53:47,2016-09-16 23:41:32
C08785,2016-07-24 02:53:50,2016-07-24 02:53:50
C11432,2016-07-24 02:54:40,2016-10-24 01:24:46
C03376,2016-07-24 02:56:37,2016-12-23 23:36:06
C06256,2016-07-24 02:59:08,2016-10-11 03:28:06
C12965,2016-07-24 03:19:05,2016-07-24 14:30:28
C00323,2016-07-24 03:24:21,2016-12-17 22:52:22
C04803,2016-07-24 03:32:38,2016-11-02 21:39:32
C06054,2016-07-24 03:35:52,2016-11-26 00:09:57
C09799,2016-07-24 03:38:49,2016-12-14 20:17:34
C00385,2016-07-24 03:41:15,2016-12-04 16:36:56
C11503,2016-07-24 03:42:01,2016-11-14 22:28:20
C11800,2016-07-24 04:12:26,2016-11-23 00:11:11
C01223,2016-07-24 04:29:55,2016-12-07 22:43:40
C11589,2016-07-24 04:49:15,2016-07-24 04:49:15
C09481,2016-07-24 05:06:11,2016-12-25 21:19:29
C07941,2016-07-24 05:19:01,2016-07-24 05:19:01
C03825,2016-07-24 05:20:32,2016-12-12 21:45:40
C13020,2016-07-24 05:32:10,2016-07-24 06:43:40
C10305,2016-07-24 05:34:08,2016-10-14 21:35:48
C06417,2016-07-24 05:45:21,2016-07-24 05:45:21
C05057,2016-07-24 06:02:27,2016-12-24 22:50:21
C10684,2016-07-24 07:00:18,2016-07-24 07:00:18
C07658,2016-07-24 07:24:31,2016-12-25 06:35:20
C02585,2016-07-24 09:44:04,2016-12-12 00:53:28
C08523,2016-07-24 10:48:53,2016-09-22 20:03:36
C13405,2016-07-24 11:01:59,2016-07-24 11:01:59
C01305,2016-07-24 12:02:45,2016-07-30 19:48:48
C03602,2016-07-24 12:12:07,2016-07-24 13:09:17
C04074,2016-07-24 12:20:55,2016-12-18 12:31:19
C12347,2016-07-24 12:29:52,2016-12-24 16:52:13
C04767,2016-07-24 12:57:42,2016-12-23 21:42:29
C05250,2016-07-24 13:05:39,2016-11-20 03:08:38
C07453,2016-07-24 13:17:39,2016-07-24 13:24:27
C04686,2016-07-24 13:28:38,2016-07-24 13:28:38
C07765,2016-07-24 13:42:00,2016-11-19 01:17:55
C12664,2016-07-24 13:50:21,2016-10-13 04:44:29
C10460,2016-07-24 13:54:35,2016-07-24 19:48:39
C00708,2016-07-24 13:58:28,2016-07-24 13:58:28
C12767,2016-07-24 14:13:47,2016-07-24 14:13:47
C05938,2016-07-24 14:24:43,2016-09-08 13:54:18
C10445,2016-07-24 14:26:47,2016-08-07 23:15:56
C01837,2016-07-24 14:29:22,2016-08-07 18:26:10
C00799,2016-07-24 14:39:29,2016-07-24 14:39:29
C04884,2016-07-24 14:42:34,2016-12-13 19:14:04
C02674,2016-07-24 14:43:16,2016-07-24 14:43:16
C09736,2016-07-24 14:46:15,2016-10-09 16:59:56
C00816,2016-07-24 14:49:55,2016-11-21 09:10:30
C10945,2016-07-24 14:57:55,2016-11-18 16:00:36
C03828,2016-07-24 14:59:11,2016-12-15 00:15:04
C01095,2016-07-24 15:08:41,2016-07-24 15:08:41
C06023,2016-07-24 15:10:41,2016-10-28 15:22:55
C05163,2016-07-24 15:13:10,2016-12-14 23:17:09
C04380,2016-07-24 15:36:33,2016-12-25 03:30:28
C05111,2016-07-24 15:37:03,2016-07-24 15:37:03
C01133,2016-07-24 15:37:33,2016-12-21 21:28:14
C08313,2016-07-24 15:38:25,2016-07-24 15:38:25
C00428,2016-07-24 15:51:42,2016-12-28 18:31:18
C11126,2016-07-24 15:55:05,2016-12-27 02:09:40
C10033,2016-07-24 15:59:47,2016-07-24 15:59:47
C06881,2016-07-24 16:02:12,2016-12-07 17:17:12
C00343,2016-07-24 16:03:05,2016-07-24 16:03:05
C09777,2016-07-24 16:04:55,2016-12-14 04:11:13
C07890,2016-07-24 16:05:52,2016-12-11 16:04:14
C04647,2016-07-24 16:07:21,2016-08-01 01:12:20
C06242,2016-07-24 16:07:42,2016-10-07 20:48:40
C11296,2016-07-24 16:08:16,2016-12-27 00:34:13
C03723,2016-07-24 16:09:50,2016-12-21 03:25:20
C06701,2016-07-24 16:17:24,2016-07-24 16:17:24
C00786,2016-07-24 16:22:37,2016-07-24 16:43:09
C10494,2016-07-24 16:22:37,2016-07-24 16:22:37
C05899,2016-07-24 16:24:41,2016-11-07 15:09:39
C10086,2016-07-24 16:24:52,2016-12-23 18:54:42
C08658,2016-07-24 16:25:24,2016-11-22 19:58:07
C07205,2016-07-24 16:28:56,2016-09-01 13:30:02
C00086,2016-07-24 16:29:44,2016-12-28 18:00:26
C07953,2016-07-24 16:41:52,2016-09-30 22:45:55
C07365,2016-07-24 16:42:20,2016-12-21 23:33:09
C09923,2016-07-24 17:04:32,2016-07-24 17:04:32
C10767,2016-07-24 17:12:55,2016-07-24 17:19:56
C10754,2016-07-24 17:16:10,2016-07-24 17:41:25
C01703,2016-07-24 17:16:12,2016-12-13 17:28:12
C03249,2016-07-24 17:16:28,2016-07-24 17:16:28
C04522,2016-07-24 17:17:16,2016-12-31 16:24:33
C11199,2016-07-24 17:20:32,2016-08-11 16:29:49
C05433,2016-07-24 17:26:26,2016-12-27 19:44:25
C07146,2016-07-24 17:27:21,2016-12-28 22:12:51
C07310,2016-07-24 17:34:12,2016-08-27 19:18:15
C06588,2016-07-24 17:36:16,2016-11-26 01:03:24
C12050,2016-07-24 17:38:46,2016-07-24 17:38:46
C11708,2016-07-24 17:40:03,2016-09-19 20:18:14
C04208,2016-07-24 17:52:57,2016-09-14 17:45:41
C02671,2016-07-24 17:53:28,2016-10-08 03:44:12
C04462,2016-07-24 18:03:16,2016-12-30 23:36:26
C13072,2016-07-24 18:03:44,2016-12-27 17:21:07
C05243,2016-07-24 18:04:44,2016-12-06 01:51:22
C08432,2016-07-24 18:05:51,2016-12-17 01:32:44
C10663,2016-07-24 18:10:48,2016-07-24 18:10:48
C04578,2016-07-24 18:14:31,2016-07-24 18:14:31
C10830,2016-07-24 18:14:38,2016-07-24 18:14:52
C11565,2016-07-24 18:15:30,2016-07-24 18:15:30
C11744,2016-07-24 18:24:48,2016-07-24 18:24:48
C05091,2016-07-24 18:27:11,2016-09-28 22:05:03
C10850,2016-07-24 18:28:30,2016-12-29 14:23:06
C06058,2016-07-24 18:31:29,2016-11-02 22:49:27
C12716,2016-07-24 18:34:21,2016-07-31 17:14:57
C08654,2016-07-24 18:37:10,2016-07-24 18:37:10
C07621,2016-07-24 18:45:36,2016-12-30 16:52:06
C05126,2016-07-24 18:46:46,2016-12-29 14:42:34
C12868,2016-07-24 18:51:43,2016-07-24 18:51:43
C13120,2016-07-24 18:52:31,2016-10-20 20:14:14
C02141,2016-07-24 18:55:37,2016-12-17 14:27:26
C02837,2016-07-24 18:58:50,2016-07-24 18:58:50
C09837,2016-07-24 18:58:54,2016-10-02 19:10:13
C11056,2016-07-24 19:01:27,2016-07-24 19:01:27
C01431,2016-07-24 19:02:05,2016-11-24 16:35:13
C00604,2016-07-24 19:04:40,2016-08-11 05:47:51
C02385,2016-07-24 19:21:04,2016-07-24 19:32:32
C05923,2016-07-24 19:26:27,2016-07-24 20:05:31
C05045,2016-07-24 19:31:53,2016-07-24 19:31:53
C01297,2016-07-24 19:43:26,2016-07-24 19:43:26
C08535,2016-07-24 19:57:00,2016-11-12 14:03:53
C04419,2016-07-24 19:59:51,2016-12-11 01:23:43
C11225,2016-07-24 20:08:22,2016-12-31 17:09:05
C09698,2016-07-24 20:22:24,2016-12-26 22:35:49
C07397,2016-07-24 20:26:15,2016-12-20 01:36:25
C11745,2016-07-24 20:33:13,2016-12-11 23:55:07
C07531,2016-07-24 20:38:18,2016-10-08 12:54:30
C02162,2016-07-24 20:41:31,2016-11-08 22:21:05
C09186,2016-07-24 20:54:25,2016-07-24 20:54:25
C10099,2016-07-24 20:54:51,2016-12-05 23:37:36
C11306,2016-07-24 20:56:45,2016-10-04 14:05:24
C10848,2016-07-24 21:02:39,2016-11-29 16:51:54
C03010,2016-07-24 21:05:42,2016-07-24 21:05:42
C05195,2016-07-24 21:10:21,2016-12-02 23:53:41
C03454,2016-07-24 21:19:45,2016-07-24 21:19:45
C02251,2016-07-24 21:20:41,2016-11-21 03:34:11
C02549,2016-07-24 21:24:04,2016-09-05 19:55:40
C09475,2016-07-24 21:26:16,2016-12-11 15:04:04
C06503,2016-07-24 21:26:41,2016-07-24 21:26:41
C11288,2016-07-24 21:29:22,2016-07-24 21:29:22
C07776,2016-07-24 21:32:51,2016-07-24 21:32:51
C09761,2016-07-24 21:42:47,2016-07-24 21:42:47
C09849,2016-07-24 21:49:45,2016-07-24 21:49:45
C07506,2016-07-24 21:55:59,2016-08-18 03:43:20
C02938,2016-07-24 22:01:08,2016-12-14 15:47:21
C05105,2016-07-24 22:06:24,2016-07-24 22:06:24
C06788,2016-07-24 22:08:21,2016-08-16 01:50:18
C01183,2016-07-24 22:10:40,2016-12-02 04:18:32
C01870,2016-07-24 22:17:18,2016-10-07 19:35:00
C00850,2016-07-24 22:17:48,2016-12-25 19:39:38
C10373,2016-07-24 22:20:11,2016-12-29 17:02:30
C04371,2016-07-24 22:26:00,2016-07-26 15:16:29
C04988,2016-07-24 22:27:55,2016-08-05 21:12:45
C06949,2016-07-24 22:29:02,2016-12-09 18:38:40
C09386,2016-07-24 22:29:41,2016-08-15 14:43:49
C04133,2016-07-24 22:29:53,2016-11-28 22:35:29
C09724,2016-07-24 22:31:41,2016-11-22 00:54:07
C04598,2016-07-24 22:32:55,2016-07-24 22:32:55
C03588,2016-07-24 22:33:48,2016-07-24 22:33:48
C08440,2016-07-24 22:34:16,2016-07-24 23:03:42
C00846,2016-07-24 22:37:21,2016-07-26 00:54:23
C01281,2016-07-24 22:43:52,2016-07-24 22:43:52
C06715,2016-07-24 22:47:02,2016-10-02 00:30:23
C06584,2016-07-24 22:50:56,2016-08-27 10:09:49
C06091,2016-07-24 22:52:20,2016-07-24 22:52:20
C08803,2016-07-24 22:52:42,2016-12-31 21:08:55
C12163,2016-07-24 22:57:53,2016-11-14 13:41:31
C04771,2016-07-24 22:59:22,2016-07-24 22:59:22
C03769,2016-07-24 23:01:41,2016-07-24 23:01:41
C08500,2016-07-24 23:13:30,2016-12-02 20:18:30
C09689,2016-07-24 23:21:37,2016-07-24 23:21:37
C05398,2016-07-24 23:24:50,2016-11-18 22:36:24
C12457,2016-07-24 23:47:54,2016-07-28 15:32:49
C12054,2016-07-24 23:49:52,2016-09-14 23:34:34
C01085,2016-07-24 23:53:18,2016-12-06 19:10:47
C01500,2016-07-24 23:59:00,2016-11-04 01:12:01
